Identificación,Número de Matrícula,Estado de la matrícula,nombre,Categoria de la Matrícula,Tipo de Sociedad,Tipo Organización,Cámara de Comercio,Fecha de Matrícula,Fecha de Vigencia,Fecha de Cancelación,Último año renovado,Fecha de renovación,Fecha de Actualización,Motivo Cancelación,Emprendimiento Social,Extinción de Dominio
CEDULA DE CIUDADANIA,20512204,Activa,"COMERCIO PRODUCCION E INTERVENTORIAS A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/10/01,2015/02/28,,1995,,2018/05/20,,,
CEDULA DE CIUDADANIA,20520704,Activa,"EDUCACION Y VIVIENDA DE COLOMBIA S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/10/01,2005/10/11,,1995,,2018/05/20,,,
NIT 800003815 - 0,20525004,Activa,ELECTRO ALPINE Y CIA S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1997/10/01,2007/11/04,,1998,,,,,
CEDULA DE CIUDADANIA,20528204,Activa,"GRAN MAYOR S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/10/01,2015/10/11,,1995,,2018/05/20,,,
CEDULA DE CIUDADANIA,20540703,Activa,"A M & C COMPUTADORES LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/10/01,2005/10/13,,1995,,2018/05/20,,,
NIT 800256132 - 5,20560704,Activa,"APLICACIONES INTEGRADAS APLIN S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2045/10/30,,2019,2019/08/22,2024/04/20,,,
NIT 800256235 - 5,20568204,Activa,"K ORGANIZACION INMOBILIARIA ANDINA S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/10,2000/09/08,,2011,2011/04/05,2019/06/01,,,
NIT 811003282 - 6,20572704,Activa,"COSECHAR S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2015/10/31,,2006,2006/01/31,2019/06/01,,,
CEDULA DE CIUDADANIA,20577308,Activa,"SERVICIOS TOXICOLOGICOS EMPRESA ASOCIATIVA DE TRABAJO ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad extranjera,Medellin para antioquia,1995/11/01,2015/05/05,,1995,1995/11/15,2019/05/01,,,
CEDULA DE CIUDADANIA,20579904,Activa,"INMOBILIARIA LA FE S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2015/07/28,,1998,1998/01/09,2018/05/20,,,
NIT 800256324 - 2,20582304,Activa,ASIA PARTES S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2050/12/31,,2000,,,,,
NIT 800256269 - 0,20587603,Activa,A G SISTEMAS LIMITADA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/11/01,2005/09/29,,1997,,,,,
NIT 811003470 - 0,20587904,Activa,COMERCIAL DEL SUR S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2015/09/07,,2000,,,,,
NIT 811003189 - 0,20599604,Activa,ADO S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2045/11/15,,1997,,,,,
CEDULA DE CIUDADANIA,20602404,Activa,"GONZA Y GONZA S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2033/12/31,,1995,,2018/05/20,,,
NIT 811003135 - 1,20602604,Activa,"INVERTIENDAS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/24,2017/04/21,,1999,,,,,
NIT 811003617 - 1,20613704,Activa,"TESTEL S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/30,2045/11/10,,1997,,,,,
NIT 811004194 - 0,20613808,Activa,"EMPRESA ASOCIATIVA DE TRABAJO NUESTRA TIERRA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad extranjera,Medellin para antioquia,1995/11/01,2005/12/31,,1996,1996/04/08,2019/05/01,,,
CEDULA DE CIUDADANIA,20616704,Activa,"INTERORBE S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/11/01,2015/04/21,,1995,,2018/05/20,,,
CEDULA DE CIUDADANIA,20622404,Activa,"EMPRESA BIENES Y CONSTRUCCIONES EMBICONSTRU ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/12/01,2015/08/31,,1995,,2018/05/20,,,
NIT 811003409 - 0,20647103,Activa,INVERSIONES PAULINA MAYRENA LOPEZ A LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1995/12/01,2045/11/09,,1996,,,,,
CEDULA DE CIUDADANIA,20706804,Activa,"PRODUCCIONES FINANCIERAS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/01/01,2015/10/09,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,20713704,Activa,"INVERSIONES TRES PUERTAS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/01/01,2000/12/15,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,20725603,Activa,"GUSTO A TIEMPO ALIMENTACION INDUSTRIAL LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/01/01,2005/11/20,,1996,,2018/05/20,,,
NIT 811003810 - 0,20730304,Activa,SANIN ALVAREZ COMERCIALIZADORA INTERNACIONAL S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/01/01,2096/01/17,,1997,,,,,
NIT 811003869 - 9,20731904,Activa,"BIOCER BOREAL S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/01/01,2015/11/30,,2004,2004/12/31,2018/08/11,,,
NIT 811003905 - 6,20738604,Activa,"MAMA'S PICANTE S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/01/01,2016/01/15,,1999,1999/04/13,2018/08/11,,,
NIT 811004000 - 0,20750104,Activa,"LASER S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/02/01,2015/06/08,,2001,2001/12/31,2018/08/11,,,
NIT 811003930 - 0,20774604,Activa,IBIZA INVERSIONES S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/02/01,2005/09/28,,1998,,,,,
NIT 811004686 - 2,20794808,Activa,"EMPRESA ASOCIATIVA DE TRABAJO GESTION EN DESARROLLO TERRITORIAL ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad extranjera,Medellin para antioquia,1996/02/01,2005/12/31,,2004,2004/05/18,2019/05/01,,,
CEDULA DE CIUDADANIA,20797004,Activa,"DIPLOMADOS INMOBILIARIOS ASOCIADOS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/02/01,2020/10/04,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,20845703,Activa,"DOMISYS SISTEMAS Y SERVICIOS A DOMICILIO LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/02/01,2001/02/19,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,20909803,Activa,"A COCK Y CIA LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/03/01,2005/10/30,,1996,,2018/05/20,,,
NIT 811004523 - 0,20958104,Activa,"C O N A S E R S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/03/01,2031/02/07,,2000,2000/12/31,2018/08/11,,,
SIN IDENTIFICACION 811004531 - 0,20967004,Activa,"ANDES COLOMBIANOS MINERIA Y EXPLORACION S A ""EN CAUSAL DE DISOLUCION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/03/01,2001/03/13,,1999,,,,,
NIT 811004718 - 1,21004404,Activa,TIMBER DEPOT S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/04/01,2030/12/31,,1999,,,,,
CEDULA DE CIUDADANIA,21045804,Activa,"CONCESIONARIA DE TRANSPORTADORES ANTIOQUENOS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/04/01,2095/12/31,,1996,,2018/05/20,,,
NIT 811004833 - 9,21083008,Activa,"COMERCIALIZADORA VICTORIA E A T ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad extranjera,Medellin para antioquia,1996/04/01,2006/04/01,,2005,2005/04/07,2019/05/01,,,
NIT 811004863 - 1,21092408,Activa,"JORGES OSSA COMERCIALIZADORA E A T ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad extranjera,Medellin para antioquia,1996/04/01,2006/04/18,,2000,2000/12/04,2019/05/01,,,
CEDULA DE CIUDADANIA,21094103,Activa,"A Y V COMUNICACIONES LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/04/01,1999/04/17,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,21113507,Activa,"LA AGRIPINA JARAMILLO Y CIA S C A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad en comandita por acciones,Medellin para antioquia,1996/04/01,2015/12/31,,1996,,2018/05/20,,,
NIT 811004967 - 0,21121704,Activa,"CENTRO EMPRESARIAL DE ANTIOQUIA S A ""EN CAUSAL DE DISOLUCION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2001/03/26,,1997,,,,,
CEDULA DE CIUDADANIA,21133504,Activa,"PROMO OBRAS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2050/12/31,,1996,,2018/05/20,,,
NIT 811005965 - 7,21142304,Activa,ENVIAR CARGO EXPRESS S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2017/02/13,,1999,,,,,
CEDULA DE CIUDADANIA,21150503,Activa,"REPRESENTACIONES A C M Y BRAVO LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/05/01,2015/12/31,,1996,,2018/05/20,,,
NIT 811005843 - 0,21161204,Activa,IMPORTACIONES BLANHO S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2006/04/02,,1997,,,,,
NIT 811005207 - 2,21178804,Activa,"EXITO DIRECTO S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2016/04/08,,2002,2002/04/01,2018/08/11,,,
CEDULA DE CIUDADANIA,21184304,Activa,"BERCOP S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2015/11/23,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,21184704,Activa,"ECOFINANZA S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2015/10/30,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,21187304,Activa,"EXTELINV S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2015/07/25,,1996,,2018/05/20,,,
NIT 811005286 - 4,21191404,Activa,VENTILACION Y EQUIPOS INDUSTRIALES S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2020/12/31,,1997,,,,,
NIT 811005241 - 3,21194303,Activa,A D U LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/05/01,2011/03/30,,1998,,,,,
NIT 811005301 - 0,21194504,Activa,COMERCIALIZADORA DE CONFECCIONES AGATA S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2016/05/06,,1997,,,,,
NIT 811005293 - 6,21195004,Activa,"COPICOLOR S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2016/04/25,,2000,2000/12/31,2018/08/11,,,
NIT 811005509 - 0,21195704,Activa,PINTUSILVA S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/04/01,2046/04/24,,1997,,,,,
NIT 811001577 - 4,21199009,Activa,"P. Y A. MARCAS EMPRESA UNIPERSONAL ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,1996/05/27,2015/03/31,,2014,2014/03/21,2019/06/23,,,
CEDULA DE CIUDADANIA,21206004,Activa,"MARHCH S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2016/05/06,,1996,,2018/05/20,,,
SIN IDENTIFICACION,21210904,Activa,"CELIDAN S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/29,2015/09/18,,2002,2002/12/26,2018/08/11,,,
NIT 811005346 - 8,21213204,Activa,C & O Y CIA S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2095/05/02,,1998,,,,,
CEDULA DE CIUDADANIA,21216404,Activa,"SOGEFINV S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2016/03/20,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,21216504,Activa,"ROYAL CARIBEAN INVERSIONES Y DISTRIBUCIONES S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2015/12/29,,1996,,2018/05/20,,,
NIT 811005643 - 0,21240303,Activa,CUADRO A CUADRO PRODUCCIONES LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/04/01,2016/04/25,,1998,,,,,
NIT 811005265 - 1,21242204,Activa,"ABEJAS DEL TROPICO S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2016/05/24,,2010,2010/04/13,2019/06/01,,,
NIT 830011144 - 0,21251104,Activa,"CORONA GOLDFIELDS S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2099/07/28,,2001,2001/03/30,2021/02/10,,,
CEDULA DE CIUDADANIA,21251904,Activa,"PROINVFIN S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2016/01/25,,1996,,2018/05/20,,,
SIN IDENTIFICACION,21254204,Activa,"LICOEX S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1995/08/01,2015/08/17,,2004,2004/12/31,2018/08/11,,,
NIT 811005525 - 1,21257204,Activa,LAGOTEX S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2036/03/20,,2022,2022/04/26,2023/08/24,,,
NIT 811005543 - 2,21271008,Activa,"SALDARRIAGA Y FERNANDEZ DISTRIBUIDORA Y COMERCIALIZADORA E A T ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad extranjera,Medellin para antioquia,1996/06/01,2006/05/27,,1998,1998/06/30,2019/05/01,,,
CEDULA DE CIUDADANIA 811006129 - 0,21283903,Activa,ASCENSORES A B C LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/06/01,2006/05/31,,1996,,,,,
SIN IDENTIFICACION,21290704,Activa,"DISTRIBUIDORA DE ALIMENTOS JJ S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2020/12/31,,2001,2001/07/30,2018/08/11,,,
NIT 811005970 - 0,21296304,Activa,HUMANIZAR S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2006/01/07,,1997,,,,,
NIT 811005696 - 0,21301804,Activa,CONSTRUCTORA TUCUMAN S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2016/05/21,,1998,,,,,
NIT 811005468 - 8,21305204,Activa,"INVERSIONES SIRIUS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2046/06/04,,2003,,,,,
NIT 811005552 - 0,21314503,Activa,SOTEGA SOLUCIONES TERMICAS ELECTRICAS Y A GAS LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/06/01,2006/06/20,,1997,,,,,
NIT 811005741 - 0,21343404,Activa,KAUDAL QUIMICA S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/01,2096/06/25,,1997,,,,,
NIT 811005717 - 7,21343804,Activa,UNIFORMES Y MODAS HEROMAR S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/01,2016/06/05,,1997,,,,,
NIT 811005826 - 1,21366804,Activa,"NOVAIMAGEN S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/01,2090/12/31,,2006,2006/06/09,2019/06/01,,,
NIT 811005812 - 0,21372304,Activa,"CENTRO DE RESONANCIA E IMAGENES CERI S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/06/01,2046/06/12,,2002,,,,,
CEDULA DE CIUDADANIA,21410104,Activa,"AGRORUEDAS S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/05/01,2046/05/15,,1996,,2018/05/20,,,
SIN IDENTIFICACION 811006112,21416008,Activa,"EMPRESA ASOCIATIVA DE TRABAJO INVERSIONES GONZALEZ VELASQUEZ ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad extranjera,Medellin para antioquia,1996/07/01,2006/12/31,,1997,1997/09/05,2019/05/01,,,
SIN IDENTIFICACION - 0,21419306,Activa,MIGUEL A. ZAPATA GALVIS Y CIA. S. EN C.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad en comandita simple,Medellin para antioquia,1996/07/01,2046/05/24,,1999,,,,,
NIT 800210885 - 4,21431604,Activa,TAXI AEREO INTERNACIONAL S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/01,2050/12/31,,1999,,,,,
NIT 800228763 - 0,21432004,Activa,PAISATEX S A (EN LIQUIDACION),Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/01,2014/05/02,,1997,,,,,
NIT 811005991 - 9,21437004,Activa,"APARTA SUITES PORTAL DEL RODEO S A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/01,2047/06/27,,2003,2003/05/27,2018/08/11,,,
NIT 811006060 - 1,21443204,Activa,"C F C S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/29,1998/07/09,,1997,1997/04/07,2018/08/11,,,
NIT 811006431 - 0,21473904,Activa,"CONSYSTHE TRADE Y SYSTEM S A ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/07/01,2046/12/31,,1998,,,,,
NIT 811006208 - 4,21487404,Activa,ANTIOQUENA DE TRENES Y TRANSPORTES S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/08/01,2016/04/25,,1999,,,,,
NIT 811006096 - 6,21491204,Activa,CENTROSERVICIO T A G S A,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,1996/08/01,2006/07/23,,1997,,,,,
